1, 0.155369
2, 0.093030
3, 0.143575
4, 0.122181
5, 0.094757
6, 0.075373
7, 0.070904
8, 0.079974
1, 0.149908
2, 0.209762
3, 0.091101
4, 0.104994
5, 0.080162
6, 0.077961
7, 0.103689
8, 0.065577
1, 0.139724
2, 0.074033
3, 0.055822
4, 0.045638
5, 0.039198
6, 0.035707
7, 0.032639
8, 0.030383
1, 0.154508
2, 0.175100
3, 0.149993
4, 0.108733
5, 0.075994
6, 0.085830
7, 0.073962
8, 0.070307
1, 0.143235
2, 0.075666
3, 0.056980
4, 0.045662
5, 0.040073
6, 0.036105
7, 0.033129
8, 0.030075
1, 0.139456
2, 0.077980
3, 0.057399
4, 0.046378
5, 0.038857
6, 0.035713
7, 0.032633
8, 0.029731
1, 0.151403
2, 0.151038
3, 0.137075
4, 0.109285
5, 0.069200
6, 0.074853
7, 0.084773
8, 0.050064
1, 0.139556
2, 0.077039
3, 0.055332
4, 0.045645
5, 0.038872
6, 0.036037
7, 0.032777
8, 0.030044
1, 0.144012
2, 0.173450
3, 0.099670
4, 0.110000
5, 0.072496
6, 0.095076
7, 0.067988
8, 0.065995
1, 0.139634
2, 0.075569
3, 0.055248
4, 0.045673
5, 0.039467
6, 0.036424
7, 0.032751
8, 0.030821
1, 0.147125
2, 0.132375
3, 0.096260
4, 0.105633
5, 0.065430
6, 0.076994
7, 0.068702
8, 0.049160
1, 0.145220
2, 0.075609
3, 0.057037
4, 0.046326
5, 0.039438
6, 0.035985
7, 0.033133
8, 0.029986
1, 0.137123
2, 0.078789
3, 0.057200
4, 0.047905
5, 0.040284
6, 0.037042
7, 0.033797
8, 0.030973
1, 0.139638
2, 0.079093
3, 0.056601
4, 0.047856
5, 0.039526
6, 0.036777
7, 0.033661
8, 0.030291
1, 0.150378
2, 0.180955
3, 0.139472
4, 0.113603
5, 0.073279
6, 0.079830
7, 0.070613
8, 0.062996
1, 0.139719
2, 0.074670
3, 0.057797
4, 0.045632
5, 0.039660
6, 0.035624
7, 0.032606
8, 0.030197
1, 0.139754
2, 0.076790
3, 0.056497
4, 0.046203
5, 0.039473
6, 0.036468
7, 0.032648
8, 0.030266
1, 0.153148
2, 0.177982
3, 0.129321
4, 0.118155
5, 0.102300
6, 0.084423
7, 0.071265
8, 0.058885
1, 0.138751
2, 0.074267
3, 0.055121
4, 0.045545
5, 0.040361
6, 0.036387
7, 0.032661
8, 0.030343
1, 0.145577
2, 0.220171
3, 0.160815
4, 0.108743
5, 0.082984
6, 0.079726
7, 0.082940
8, 0.064215
1, 0.146231
2, 0.074444
3, 0.056734
4, 0.046181
5, 0.039392
6, 0.035945
7, 0.033083
8, 0.030021
1, 0.138540
2, 0.074720
3, 0.054549
4, 0.045743
5, 0.038925
6, 0.035876
7, 0.032840
8, 0.030347
1, 0.151875
2, 0.249070
3, 0.092539
4, 0.143583
5, 0.076186
6, 0.073402
7, 0.054873
8, 0.058973
1, 0.141822
2, 0.076781
3, 0.055914
4, 0.046325
5, 0.039486
6, 0.035629
7, 0.032754
8, 0.030173
1, 0.149883
2, 0.148714
3, 0.154611
4, 0.104683
5, 0.082003
6, 0.087998
7, 0.085231
8, 0.059982
1, 0.139663
2, 0.078049
3, 0.056976
4, 0.045889
5, 0.039028
6, 0.036587
7, 0.032702
8, 0.030228
1, 0.152381
2, 0.216327
3, 0.145385
4, 0.092726
5, 0.074211
6, 0.097984
7, 0.077456
8, 0.065125
1, 0.142395
2, 0.074662
3, 0.057980
4, 0.045807
5, 0.040346
6, 0.035666
7, 0.033185
8, 0.030386
1, 0.139632
2, 0.074939
3, 0.056812
4, 0.046040
5, 0.039362
6, 0.036493
7, 0.032269
8, 0.029940
1, 0.150406
2, 0.103759
3, 0.146299
4, 0.105974
5, 0.088825
6, 0.070128
7, 0.065985
8, 0.072207
1, 0.142889
2, 0.075977
3, 0.056967
4, 0.046303
5, 0.039203
6, 0.036664
7, 0.032738
8, 0.029845
1, 0.154468
2, 0.248971
3, 0.140000
4, 0.105604
5, 0.091249
6, 0.081992
7, 0.070550
8, 0.060979
1, 0.139469
2, 0.077725
3, 0.054259
4, 0.046077
5, 0.038735
6, 0.035771
7, 0.032842
8, 0.030324
1, 0.137956
2, 0.074785
3, 0.057007
4, 0.046470
5, 0.040126
6, 0.035426
7, 0.032852
8, 0.030022
1, 0.150695
2, 0.230907
3, 0.175023
4, 0.130144
5, 0.075996
6, 0.069684
7, 0.049913
8, 0.053622
1, 0.142680
2, 0.075779
3, 0.057161
4, 0.045688
5, 0.038915
6, 0.035772
7, 0.033181
8, 0.030025
1, 0.149600
2, 0.081365
3, 0.059615
4, 0.045930
5, 0.039987
6, 0.037747
7, 0.038703
8, 0.030716
1, 0.139888
2, 0.075703
3, 0.053770
4, 0.045680
5, 0.039064
6, 0.035570
7, 0.032545
8, 0.029933
1, 0.143824
2, 0.086699
3, 0.094366
4, 0.086044
5, 0.065128
6, 0.060163
7, 0.050380
8, 0.053289
1, 0.139423
2, 0.074008
3, 0.055751
4, 0.045722
5, 0.039069
6, 0.036139
7, 0.032447
8, 0.029874
1, 0.146870
2, 0.138813
3, 0.131991
4, 0.084915
5, 0.071030
6, 0.071988
7, 0.063983
8, 0.071999
1, 0.139351
2, 0.079006
3, 0.053709
4, 0.046110
5, 0.038807
6, 0.036419
7, 0.032756
8, 0.030272
1, 0.139123
2, 0.077427
3, 0.056703
4, 0.046018
5, 0.039635
6, 0.035621
7, 0.032830
8, 0.029911
1, 0.150820
2, 0.169888
3, 0.129527
4, 0.112682
5, 0.072999
6, 0.060242
7, 0.079298
8, 0.078992
1, 0.139353
2, 0.076495
3, 0.054523
4, 0.046508
5, 0.039498
6, 0.035253
7, 0.033047
8, 0.030244
1, 0.153739
2, 0.116056
3, 0.114003
4, 0.118124
5, 0.082992
6, 0.080876
7, 0.069878
8, 0.061978
1, 0.138673
2, 0.076416
3, 0.055908
4, 0.046528
5, 0.039385
6, 0.036800
7, 0.032677
8, 0.030485
1, 0.139691
2, 0.075805
3, 0.054169
4, 0.045354
5, 0.040043
6, 0.035171
7, 0.032836
8, 0.030807
1, 0.150787
2, 0.149338
3, 0.134519
4, 0.107000
5, 0.082481
6, 0.085603
7, 0.079398
8, 0.057316
1, 0.142485
2, 0.076296
3, 0.053927
4, 0.046117
5, 0.039500
6, 0.036522
7, 0.032839
8, 0.029788
